tick,scenario_type,precipitation,fog,sun_altitude,dist_gt,dist_lidar,dist_stereo,dist_camera,dist_ai,dist_hsi,w_lidar,w_stereo,w_camera,w_ai,w_hsi,d_fusion,v_approach,v_app_clamped,mu_factor,risk_numerator,risk_denominator,risk_score
25,D,20,30,-32.362896753575534,30.424242424242426,30.29060426597699,29.540632114259573,29.464639414520825,30.53367001503027,30.554482363255,0.2954545454545454,0.1772727272727272,0.1181818181818181,0.3181818181818181,0.0909090909090909,30.161368649269942,6.024603216450338,6.024603216450338,1.5,90.36904824675506,909.7181587971637,0.099337412772151
26,D,20,30,-32.362896753575534,30.02525252525253,30.04729760128528,29.22213189600496,31.022514564228107,29.763610778096226,29.9619793132071,0.2954545454545454,0.1772727272727272,0.1181818181818181,0.3181818181818181,0.0909090909090909,29.918250942857018,7.309504821892498,7.309504821892498,1.5,109.64257232838746,895.1117394797649,0.12249037465658896
27,D,20,30,-32.362896753575534,29.626262626262623,29.541918427606845,29.554556513598893,28.484410442219453,29.41946581706221,29.592598735440266,0.2954545454545454,0.1772727272727272,0.1181818181818181,0.3181818181818181,0.0909090909090909,29.384825705571213,10.106706672163588,10.106706672163588,1.5,151.6006000824538,863.4779817467987,0.1755697345933116
28,D,20,30,-32.362896753575534,29.227272727272727,28.96632574382826,30.09707769383991,29.223604484258008,29.280970080673864,29.371106858575388,0.2954545454545454,0.1772727272727272,0.1181818181818181,0.3181818181818181,0.0909090909090909,29.334095285536264,11.676972619987616,11.676972619987616,1.5,175.15458929981423,860.4991462209209,0.20354998615518183
29,D,20,30,-32.362896753575534,28.828282828282827,28.62756943815853,28.344609956353544,29.880978115623414,29.090672728808244,28.834896592394312,0.2954545454545454,0.1772727272727272,0.1181818181818181,0.3181818181818181,0.0909090909090909,28.8917375256762,12.286966278303751,12.286966278303751,1.5,184.30449417455628,834.7424972525662,0.22079203440721873
30,D,20,30,-32.362896753575534,28.429292929292927,28.5658100456423,28.501018462799088,27.766743534766427,28.099937697175264,28.16743728830904,0.2954545454545454,0.1772727272727272,0.1181818181818181,0.3181818181818181,0.0909090909090909,28.275441315855858,13.811566163040284,13.811566163040284,1.5,207.17349244560427,799.5105816064084,0.25912539147304725
31,D,20,30,-32.362896753575534,28.03030303030303,28.02265930503508,27.392039011488706,26.77030852337008,27.71019699819501,27.9186566296022,0.2954545454545454,0.1772727272727272,0.1181818181818181,0.3181818181818181,0.0909090909090909,27.653987819766613,8.583285267759004,8.583285267759004,1.5,128.74927901638506,764.7530423358002,0.16835405927009275
32,D,20,30,-32.362896753575534,27.63131313131313,27.751792753354163,27.668337312217663,28.2341956392946,27.55122502118288,27.60485380023012,0.2954545454545454,0.1772727272727272,0.1181818181818181,0.3181818181818181,0.0909090909090909,27.716834537516235,14.86054599883992,14.86054599883992,1.5,222.9081899825988,768.2329167800527,0.29015704106625523
33,D,20,30,-32.362896753575534,27.232323232323232,27.29144062693381,28.05999914399629,28.560198752802226,27.151297676025106,27.38800036267436,0.2954545454545454,0.1772727272727272,0.1181818181818181,0.3181818181818181,0.0909090909090909,27.541816452339337,5.295484461749174,5.295484461749174,1.5,79.43226692623762,758.5616534943498,0.1047143189486697
34,D,20,30,-32.362896753575534,26.83333333333333,26.97519367956878,26.952219293446007,26.87434680823593,26.49179777226589,26.76565913233547,0.2954545454545454,0.1772727272727272,0.1181818181818181,0.3181818181818181,0.0909090909090909,26.786346296980994,12.462449593654023,12.462449593654023,1.5,186.93674390481036,717.5183479417874,0.26053235355031873
35,D,20,30,-32.362896753575534,26.434343434343432,26.21874083165699,25.388887252622187,26.11726858239192,26.57647072178116,26.31235967878716,0.2954545454545454,0.1772727272727272,0.1181818181818181,0.3181818181818181,0.0909090909090909,26.181972200693558,13.672139876674866,13.672139876674866,1.5,205.082098150123,685.5056683178902,0.2991690771184405
36,D,20,30,-32.362896753575534,26.035353535353536,25.95748015684993,26.746272188013943,26.39139347771489,26.063116294646345,25.819106593379587,0.2954545454545454,0.1772727272727272,0.1181818181818181,0.3181818181818181,0.0909090909090909,26.169624220187323,13.317569755650924,13.317569755650924,1.5,199.76354633476384,684.859231825815,0.29168555675624025
37,D,20,30,-32.362896753575534,25.63636363636364,25.74079215647117,25.05037798287138,25.63695354317881,25.752335942223446,25.687869925279816,0.2954545454545454,0.1772727272727272,0.1181818181818181,0.3181818181818181,0.0909090909090909,25.604990627665885,11.406685764503004,11.406685764503004,1.5,171.10028646754506,655.6255450428578,0.26097257460637896
38,D,20,30,-32.362896753575534,25.237373737373737,25.15268000312235,24.53687088159669,23.769742685986003,25.07308719701968,25.50469605224316,0.2954545454545454,0.1772727272727272,0.1181818181818181,0.3181818181818181,0.0909090909090909,24.886752269350453,13.838117558624234,13.838117558624234,1.5,207.57176337936352,619.3604385160199,0.335138879513685
39,D,20,30,-32.362896753575534,24.83838383838384,24.767720367911032,25.30822008126348,23.254651727173005,24.657657170513943,24.730963761889956,0.2954545454545454,0.1772727272727272,0.1181818181818181,0.3181818181818181,0.0909090909090909,24.64635740528984,5.403766486421343,5.403766486421343,1.5,81.05649729632015,607.4529333492853,0.13343667113335458
40,D,20,30,-32.362896753575534,24.439393939393938,24.469685810318826,24.766108065176056,22.65606541459352,24.344146446720785,24.556684062872044,0.2954545454545454,0.1772727272727272,0.1181818181818181,0.3181818181818181,0.0909090909090909,24.275861025090524,5.043040011765124,5.043040011765124,1.5,75.64560017647686,589.3274285095091,0.12835920494621317
41,D,20,30,-32.362896753575534,24.04040404040404,24.18861713230121,24.55078799872696,24.4109087861128,24.26912994076547,24.28345272994454,0.2954545454545454,0.1772727272727272,0.1181818181818181,0.3181818181818181,0.0909090909090909,24.31333011109698,13.24377810622991,13.24377810622991,1.5,198.65667159344864,591.1480210911751,0.33605233292798087
42,D,20,30,-32.362896753575534,23.641414141414145,23.517993265192967,23.646062772514043,21.815508257155827,23.5428204774124,23.557247400896475,0.2954545454545454,0.1772727272727272,0.1181818181818181,0.3181818181818181,0.0909090909090909,23.350961847674718,7.698743086936933,7.698743086936933,1.5,115.481146304054,545.2774192115603,0.2117842078827197
43,D,20,30,-32.362896753575534,23.24242424242424,23.18466294417008,23.06192394265496,23.86507183407439,23.15952201901144,22.93015418779421,0.2954545454545454,0.1772727272727272,0.1181818181818181,0.3181818181818181,0.0909090909090909,23.212180081396436,8.695799069704062,8.695799069704062,1.5,130.43698604556093,538.8153041311774,0.2420810712789356
44,D,20,30,-32.362896753575534,22.843434343434343,22.72938518827542,23.105052530119035,23.017650507394404,22.3319547966106,23.01815493682168,0.2954545454545454,0.1772727272727272,0.1181818181818181,0.3181818181818181,0.0909090909090909,22.72984515274533,9.543974125499348,9.543974125499348,1.5,143.15961188249022,516.6558606677804,0.2770889150419308
45,D,20,30,-32.362896753575534,22.444444444444443,22.41481202570467,23.14324326685096,21.777346504296737,22.32151558540774,22.577514914535872,0.2954545454545454,0.1772727272727272,0.1181818181818181,0.3181818181818181,0.0909090909090909,22.453712124813475,10.66261782808917,10.66261782808917,1.5,159.93926742133755,504.1791881839956,0.3172270319158219
46,D,20,30,-32.362896753575534,22.045454545454543,22.009159645407003,21.88608413286525,20.47291727176683,22.14385874805521,21.86517433663489,0.2954545454545454,0.1772727272727272,0.1181818181818181,0.3181818181818181,0.0909090909090909,21.835555028616813,5.999203928734149,5.999203928734149,1.5,89.98805893101223,476.801463407753,0.18873276580960466
47,D,20,30,-32.362896753575534,21.646464646464647,21.4182523550537,21.228932763553463,21.0342642390648,21.865421375290826,21.680151473366177,0.2954545454545454,0.1772727272727272,0.1181818181818181,0.3181818181818181,0.0909090909090909,21.50540080368382,5.2150338147720685,5.2150338147720685,1.5,78.22550722158103,462.49226372708466,0.16913906103247095
48,D,20,30,-32.362896753575534,21.247474747474747,21.245290282473952,20.22350574799522,20.40090617094189,21.3884497827562,21.24902742246337,0.2954545454545454,0.1772727272727272,0.1181818181818181,0.3181818181818181,0.0909090909090909,21.010255391905954,11.483266633148368,11.483266633148368,1.5,172.24899949722553,441.4408316331132,0.39019725216625123
49,D,20,30,-32.362896753575534,20.848484848484848,20.96034781953296,19.922984502996776,21.5003019750196,20.75918427267925,20.671671038555505,0.2954545454545454,0.1772727272727272,0.1181818181818181,0.3181818181818181,0.0909090909090909,20.750014432253103,8.74465379328401,8.74465379328401,1.5,131.16980689926015,430.57309893871206,0.30464004189432864
50,D,20,30,-32.362896753575534,20.449494949494948,20.579149774569053,20.61546139070348,22.17425894143107,20.27447491655684,20.570625135611515,0.2954545454545454,0.1772727272727272,0.1181818181818181,0.3181818181818181,0.0909090909090909,20.676382767876543,5.931670889349024,5.931670889349024,1.5,88.97506334023537,427.52280436374207,0.20811770139993327
51,D,20,30,-32.362896753575534,20.05050505050505,20.14645894796177,20.24354965890109,19.318109631763644,19.664738605585544,20.274106032426708,0.2954545454545454,0.1772727272727272,0.1181818181818181,0.3181818181818181,0.0909090909090909,19.924104280818334,8.114021913298332,8.114021913298332,1.5,121.71032869947499,396.97993139292345,0.3065906336182227
52,D,20,30,-32.362896753575534,19.651515151515152,19.607055887749937,18.70145347017201,19.000473797715458,20.011909951861643,19.584441313825845,0.2954545454545454,0.1772727272727272,0.1181818181818181,0.3181818181818181,0.0909090909090909,19.50159163494494,12.320600469516304,12.320600469516304,1.5,184.80900704274455,380.3220762961545,0.48592763492076363
53,D,20,30,-32.362896753575534,19.252525252525253,19.338813264784125,19.713907893118936,19.084463230434128,18.7269023363244,19.2448621074536,0.2954545454545454,0.1772727272727272,0.1181818181818181,0.3181818181818181,0.0909090909090909,19.172007816934876,5.171960394132068,5.171960394132068,1.5,77.57940591198101,367.575883732612,0.21105684389353216
54,D,20,30,-32.362896753575534,18.85353535353536,18.816181019037376,18.93525767959744,21.29000037118021,18.668469112050538,18.743911116549317,0.2954545454545454,0.1772727272727272,0.1181818181818181,0.3181818181818181,0.0909090909090909,19.076081298031536,10.35982779621923,10.35982779621923,1.5,155.39741694328845,363.9068776891085,0.42702522670112036
55,D,20,30,-32.362896753575534,18.454545454545453,18.47944085539793,18.23996256329,18.84069370762749,18.4783067529846,18.501094481404312,0.2954545454545454,0.1772727272727272,0.1181818181818181,0.3181818181818181,0.0909090909090909,18.48128906502044,13.935056744972394,13.935056744972394,1.5,209.0258511745859,341.5680455048441,0.6119596195412299
56,D,20,30,-32.362896753575534,18.05555555555556,18.041889162381786,16.853731503582726,18.607429172680803,18.47728630385144,18.08367575146528,0.2954545454545454,0.1772727272727272,0.1181818181818181,0.3181818181818181,0.0909090909090909,18.040431995377944,13.891875463953228,13.891875463953228,1.5,208.37813195929843,325.4671865798562,0.6402431352574187
57,D,20,30,-32.362896753575534,17.656565656565654,17.71859752843485,18.502830650627587,19.27831876833641,17.613418160176373,17.616865069668602,0.2954545454545454,0.1772727272727272,0.1181818181818181,0.3181818181818181,0.0909090909090909,17.999236796841842,7.551363858601898,7.551363858601898,1.5,113.27045787902847,323.98252526878537,0.3496190351163415
58,D,20,30,-32.362896753575534,17.257575757575758,17.18105978240703,17.270841498604558,18.02308410093692,17.553059785841274,17.083361882643956,0.2954545454545454,0.1772727272727272,0.1181818181818181,0.3181818181818181,0.0909090909090909,17.405969607218918,9.313291439530945,9.313291439530945,1.5,139.69937159296416,302.97777796742866,0.4610878478618402
59,D,20,30,-32.362896753575534,16.858585858585858,16.8247119865935,16.49711325122927,17.19737301107447,16.51747122045649,16.560691637726567,0.2954545454545454,0.1772727272727272,0.1181818181818181,0.3181818181818181,0.0909090909090909,16.688919147276998,6.485052634849358,6.485052634849358,1.5,97.27578952274037,278.5300223043488,0.3492470532187279
60,D,20,30,-32.362896753575534,16.45959595959596,16.34133352742264,16.421319798387206,16.708273312889816,16.41017184217595,16.3148674150043,0.2954545454545454,0.1772727272727272,0.1181818181818181,0.3181818181818181,0.0909090909090909,16.418375612759586,14.930782932866054,14.930782932866054,1.5,223.9617439929908,269.57305776165873,0.8308016604204012
61,D,20,30,-32.362896753575534,16.06060606060606,15.974264879325066,15.63167659004728,16.232988798865765,16.117028928307512,16.138576258939608,0.2954545454545454,0.1772727272727272,0.1181818181818181,0.3181818181818181,0.0909090909090909,16.004472104994548,13.45232021635757,13.45232021635757,1.5,201.78480324536355,256.1531273595486,0.7877506916483159
62,D,20,30,-32.362896753575534,15.66161616161616,15.680371349669132,17.060164834562034,15.070787965701475,15.813510239153656,15.759126921641496,0.2954545454545454,0.1772727272727272,0.1181818181818181,0.3181818181818181,0.0909090909090909,15.902451402537435,6.685470972279408,6.685470972279408,1.5,100.28206458419112,252.89796061006484,0.3965317250573356
63,D,20,30,-32.362896753575534,15.262626262626265,15.104724805601066,15.021807141006052,14.616844643740706,15.108026414251013,15.388341464468606,0.2954545454545454,0.1772727272727272,0.1181818181818181,0.3181818181818181,0.0909090909090909,15.059201044943206,5.4236088251353545,5.4236088251353545,1.5,81.35413237703031,226.78953611201854,0.35872083770587604
64,D,20,30,-32.362896753575534,14.863636363636363,14.859263938841794,14.824419806335651,16.67450559575098,14.679924650795952,15.055114633296828,0.2954545454545454,0.1772727272727272,0.1181818181818181,0.3181818181818181,0.0909090909090909,15.02835769174084,13.121689438007287,13.121689438007287,1.5,196.82534157010932,225.86153491090607,0.8714425041331165
65,D,20,30,-32.362896753575534,14.464646464646464,14.560900193852998,14.517752337326275,16.192985562105505,14.638845548875375,14.558273377327,0.2954545454545454,0.1772727272727272,0.1181818181818181,0.3181818181818181,0.0909090909090909,14.770696065176036,9.220509186298992,9.220509186298992,1.5,138.3076377944849,218.18346224980684,0.6339052298846144
66,D,20,30,-32.362896753575534,14.065656565656564,14.19545379974435,13.320836674909437,14.606059447792264,14.2247270355207,14.291290376283206,0.2954545454545454,0.1772727272727272,0.1181818181818181,0.3181818181818181,0.0909090909090909,14.10696078617983,10.006437861272772,10.006437861272772,1.5,150.09656791909157,199.01634262281542,0.7541921730697324
67,D,20,30,-32.362896753575534,13.666666666666664,13.604284434451024,13.50572748835034,14.218984321855435,13.671009225883203,13.654307787070332,0.2954545454545454,0.1772727272727272,0.1181818181818181,0.3181818181818181,0.0909090909090909,13.685237519120232,5.725161077525441,5.725161077525441,1.5,85.87741616288162,187.29572595473607,0.4585124178628384
68,D,20,30,-32.362896753575534,13.267676767676768,13.2053537177065,12.751088410219058,12.079881426796796,13.0823930344484,13.2174936191409,0.2954545454545454,0.1772727272727272,0.1181818181818181,0.3181818181818181,0.0909090909090909,12.953794279729035,11.039097781576404,11.039097781576404,1.5,165.58646672364605,167.81078624154065,0.9867450742129711
69,D,20,30,-32.362896753575534,12.868686868686869,12.988929449507532,13.449260912405729,12.132923091860937,12.660468336496892,13.212295395899549,0.2954545454545454,0.1772727272727272,0.1181818181818181,0.3181818181818181,0.0909090909090909,12.885164916649863,5.603475152889612,5.603475152889612,1.5,84.05212729334417,166.03747492926448,0.5062238348851799
70,D,20,30,-32.362896753575534,12.469696969696969,12.491878106895104,12.498621370457007,12.478499862121486,12.500629283228564,12.333186598175628,0.2954545454545454,0.1772727272727272,0.1181818181818181,0.3181818181818181,0.0909090909090909,12.47985040273034,6.91466535238524,6.91466535238524,1.5,103.7199802857786,155.75666607452862,0.6659103773841
71,D,20,30,-32.362896753575534,12.07070707070707,12.014249423530496,11.932188294178124,12.588066118901748,12.484302726398818,12.27619456797296,0.2954545454545454,0.1772727272727272,0.1181818181818181,0.3181818181818181,0.0909090909090909,12.2408925331875,13.964077740756126,13.964077740756126,1.5,209.4611661113419,149.84945000904548,1.397810710007264
72,D,20,30,-32.362896753575534,11.67171717171717,11.630184433855888,12.11697600244009,10.748073649463006,11.539529123790691,11.387241320946025,0.2954545454545454,0.1772727272727272,0.1181818181818181,0.3181818181818181,0.0909090909090909,11.561299237573193,12.0857972533219,12.0857972533219,1.5,181.28695879982848,133.67364006071048,1.3561907846415604
73,D,20,30,-32.362896753575534,11.272727272727272,11.2374961636353,11.094425463068744,12.653726167842548,11.38831062904562,11.300013056916905,0.2954545454545454,0.1772727272727272,0.1181818181818181,0.3181818181818181,0.0909090909090909,11.433176041960966,9.18411977000229,9.18411977000229,1.5,137.76179655003435,130.72751440647022,1.0538087347219995
74,D,20,30,-32.362896753575534,10.873737373737374,10.81828708466643,10.724012208132413,10.426943788498516,10.712771726098314,10.843143854536155,0.2954545454545454,0.1772727272727272,0.1181818181818181,0.3181818181818181,0.0909090909090909,10.724011695632036,14.66553711443576,14.66553711443576,1.5,219.9830567165364,115.01442684805271,1.912656201009977
75,D,20,30,-32.362896753575534,10.474747474747474,10.429121594113782,9.934836109643086,10.053710081844638,10.398406699494457,10.776417302209426,0.2954545454545454,0.1772727272727272,0.1181818181818181,0.3181818181818181,0.0909090909090909,10.318930859228349,14.47645504532714,14.47645504532714,1.5,217.14682567990712,106.49033407753511,2.0391224007411184
76,D,20,30,-32.362896753575534,10.075757575757574,10.199088885806956,9.88546231509779,11.582521071799036,10.268668758790504,10.011445140062,0.2954545454545454,0.1772727272727272,0.1181818181818181,0.3181818181818181,0.0909090909090909,10.312068507498253,12.796311914091856,12.796311914091856,1.5,191.94467871137783,106.34875690333726,1.8048605766576153
77,D,20,30,-32.362896753575534,9.676767676767676,9.60391374012654,10.692854680707947,8.66068270098502,9.677663691552535,9.632270655176882,0.2954545454545454,0.1772727272727272,0.1181818181818181,0.3181818181818181,0.0909090909090909,9.71152430633482,5.6501506443635545,5.6501506443635545,1.5,84.75225966545332,94.323704352532,0.8985255641433918
78,D,20,30,-32.362896753575534,9.277777777777777,9.254287176091688,9.481588522373164,9.886910488625912,9.237655682901153,9.206013004160091,0.2954545454545454,0.1772727272727272,0.1181818181818181,0.3181818181818181,0.0909090909090909,9.359665679132132,10.813972853027373,10.813972853027373,1.5,162.2095927954106,87.61334162512395,1.8514257051108238
79,D,20,30,-32.362896753575534,8.878787878787879,8.78984029675237,8.873971841142174,9.258668422082469,8.927785867988959,9.021213461590618,0.2954545454545454,0.1772727272727272,0.1181818181818181,0.3181818181818181,0.0909090909090909,8.925087182084692,6.837263331345536,6.837263331345536,1.5,102.55894997018304,79.66718120781248,1.287342521918244
80,D,20,30,-32.362896753575534,8.47979797979798,8.534978778144305,7.700378493111509,9.217059530640402,8.434641276946294,8.386045010962919,0.2954545454545454,0.1772727272727272,0.1181818181818181,0.3181818181818181,0.0909090909090909,8.422171450967625,13.733202001731687,13.733202001731687,1.5,205.9980300259753,70.94297194949411,2.903713001657584
81,D,20,30,-32.362896753575534,8.08080808080808,8.055938303083641,7.593545584905434,7.764237902824799,7.896281628600675,8.070725951378144,0.2954545454545454,0.1772727272727272,0.1181818181818181,0.3181818181818181,0.0909090909090909,7.890039481885467,5.341214118465333,5.341214118465333,1.5,80.11821177697999,62.262723025711495,1.2867765475643436
82,D,20,30,-32.362896753575534,7.68181818181818,7.566267788718057,7.430206125242511,6.190111607247033,7.731329958644339,7.708513053854559,0.2954545454545454,0.1772727272727272,0.1181818181818181,0.3181818181818181,0.0909090909090909,7.444962296007949,11.517325870794236,11.517325870794236,1.5,172.75988806191356,55.43746358897995,3.116302169644272
83,D,20,30,-32.362896753575534,7.282828282828284,7.211513004611568,7.031523086970246,7.384570657024753,7.594301167965135,7.29027266857361,0.2954545454545454,0.1772727272727272,0.1181818181818181,0.3181818181818181,0.0909090909090909,7.329014172287574,14.82626613428544,14.82626613428544,1.5,222.3939920142816,53.72444873759212,4.139530460340822
84,D,20,30,-32.362896753575534,6.8838383838383805,6.871554827312788,7.108664305560703,6.859223883195333,7.149854628873108,6.856153896892471,0.2954545454545454,0.1772727272727272,0.1181818181818181,0.3181818181818181,0.0909090909090909,6.999280430064745,5.727087986642445,5.727087986642445,1.5,85.90631979963668,48.999926538687326,1.7531928283976168
