tick,scenario_type,precipitation,fog,sun_altitude,dist_gt,dist_lidar,dist_stereo,dist_camera,dist_ai,w_lidar,w_stereo,w_camera,w_ai,d_fusion,v_approach,v_app_clamped,mu_factor,risk_numerator,risk_denominator,risk_score
17,D,20,30,-32.362896753575534,33.61616161616162,33.67228876034258,34.47111150683364,33.48589599186228,33.25436547936042,0.325,0.195,0.13,0.35,33.65755498766214,11.879713673630024,11.879713673630024,1.5,178.19570510445035,1132.8410077475005,0.15729983632810765
18,D,20,30,-32.362896753575534,33.21717171717172,33.165581555009105,32.723980648471866,35.54686432310186,33.23047572870854,0.325,0.195,0.13,0.35,33.4117490988812,14.220151435067065,14.220151435067065,1.5,213.30227152600597,1116.3549778465888,0.19107029194016661
19,D,20,30,-32.362896753575534,32.81818181818182,32.8174382360323,32.37301472381657,32.327868960874184,33.112804403043235,0.325,0.195,0.13,0.35,32.770509803833505,13.04855385418196,13.04855385418196,1.5,195.7283078127294,1073.9163128031478,0.182256573886877
20,D,20,30,-32.362896753575534,32.41919191919192,32.54174820889619,33.28794966937411,31.407000995232,32.56521583314329,0.325,0.195,0.13,0.35,32.54795402439952,10.23536009391507,10.23536009391507,1.5,153.53040140872605,1059.379311174425,0.14492486287892734
21,D,20,30,-32.362896753575534,32.02020202020202,32.13232058926831,32.27447533703681,30.869764464669416,32.074902178505184,0.325,0.195,0.13,0.35,31.975812025118216,7.242528062850573,7.242528062850573,1.5,108.6379209427586,1022.4625546656947,0.10625124650973546
22,D,20,30,-32.362896753575534,31.62121212121212,31.56411593520502,31.351410102394397,29.241377546370156,31.7361017283598,0.325,0.195,0.13,0.35,31.280877334862588,9.71681369658547,9.71681369658547,1.5,145.75220544878206,978.50328683872,0.1489542318449109
23,D,20,30,-32.362896753575534,31.22222222222222,31.214555498632706,31.303257384149365,33.20672052892802,31.34343581770117,0.325,0.195,0.13,0.35,31.535941931920807,6.923827354152911,6.923827354152911,1.5,103.85741031229367,994.525633533481,0.1044290934395481
24,D,20,30,-32.362896753575534,30.823232323232325,30.581508372960013,30.45022712133627,29.23735795193452,30.860170417589543,0.325,0.195,0.13,0.35,30.478700689780403,10.114461931441731,10.114461931441731,1.5,151.71692897162598,928.9611957372205,0.16331890897899554
25,D,20,30,-32.362896753575534,30.424242424242426,30.29060426597699,29.540632114259573,29.464639414520825,30.53367001503027,0.325,0.195,0.13,0.35,30.122057277871438,6.024603216450338,6.024603216450338,1.5,90.36904824675506,907.3483346513676,0.0995968635149121
26,D,20,30,-32.362896753575534,30.02525252525253,30.04729760128528,29.222131896004957,31.022514564228107,29.763610778096226,0.325,0.195,0.13,0.35,29.913878105822015,7.309504821892498,7.309504821892498,1.5,109.64257232838746,894.8501033299776,0.12252618837543627
27,D,20,30,-32.362896753575534,29.626262626262623,29.541918427606845,29.554556513598893,28.484410442219453,29.41946581706221,0.325,0.195,0.13,0.35,29.364048402584313,10.106706672163588,10.106706672163588,1.5,151.6006000824538,862.2573385893144,0.17581827755792503
28,D,20,30,-32.362896753575534,29.227272727272727,28.96632574382826,30.09707769383991,29.223604484258008,29.280970080673864,0.325,0.195,0.13,0.35,29.330394128232363,11.676972619987616,11.676972619987616,1.5,175.15458929981423,860.2820197174475,0.2036013601183276
29,D,20,30,-32.362896753575534,28.828282828282827,28.62756943815853,28.344609956353544,29.880978115623414,29.090672728808244,0.325,0.195,0.13,0.35,28.89742161900439,12.286966278303751,12.286966278303751,1.5,184.30449417455628,835.0709762265024,0.22070518485433033
30,D,20,30,-32.362896753575534,28.429292929292927,28.5658100456423,28.501018462799088,27.766743534766427,28.099937697175264,0.325,0.195,0.13,0.35,28.286241718610547,13.811566163040284,13.811566163040284,1.5,207.17349244560427,800.1214705636638,0.25892755046262683
31,D,20,30,-32.362896753575534,28.03030303030303,28.022659305035077,27.392039011488706,26.770308523370076,27.71019699819501,0.325,0.195,0.13,0.35,27.627520938783064,8.583285267759004,8.583285267759004,1.5,128.74927901638506,763.2899132228966,0.16867677246350243
32,D,20,30,-32.362896753575534,27.63131313131313,27.751792753354163,27.668337312217663,28.234195639294597,27.551225021182876,0.325,0.195,0.13,0.35,27.72803261124485,14.86054599883992,14.86054599883992,1.5,222.9081899825988,768.8537924902579,0.2899227293405375
33,D,20,30,-32.362896753575534,27.232323232323232,27.29144062693381,28.05999914399629,28.560198752802226,27.151297676025106,0.325,0.195,0.13,0.35,27.55719806130584,5.295484461749174,5.295484461749174,1.5,79.43226692623762,759.4091649900383,0.10459745627020393
34,D,20,30,-32.362896753575534,26.83333333333333,26.97519367956878,26.952219293446007,26.87434680823593,26.49179777226589,0.325,0.195,0.13,0.35,26.788415013445558,12.462449593654023,12.462449593654023,1.5,186.93674390481036,717.6291789325953,0.26049211681005063
35,D,20,30,-32.362896753575534,26.434343434343432,26.21874083165699,25.388887252622187,26.11726858239192,26.576470721781156,0.325,0.195,0.13,0.35,26.168933452884204,13.672139876674866,13.672139876674866,1.5,205.082098150123,684.823078061482,0.2994672707740015
36,D,20,30,-32.362896753575534,26.035353535353536,25.95748015684993,26.746272188013943,26.39139347771489,26.063116294646345,0.325,0.195,0.13,0.35,26.204675982868103,13.317569755650924,13.317569755650924,1.5,199.76354633476384,686.6950433671044,0.2909057641587942
37,D,20,30,-32.362896753575534,25.63636363636364,25.74079215647117,25.05037798287138,25.63695354317881,25.752335942223446,0.325,0.195,0.13,0.35,25.596702697904497,11.406685764503004,11.406685764503004,1.5,171.10028646754506,655.2011890049114,0.26114159946413423
38,D,20,30,-32.362896753575534,25.237373737373737,25.15268000312235,24.53687088159669,23.769742685986003,25.07308719701968,0.325,0.195,0.13,0.35,24.82495789106119,13.838117558624234,13.838117558624234,1.5,207.57176337936352,616.2885342929612,0.33680938688483114
39,D,20,30,-32.362896753575534,24.83838383838384,24.767720367911032,25.30822008126348,23.254651727173005,24.657657170513943,0.325,0.195,0.13,0.35,24.637896769629837,5.403766486421343,5.403766486421343,1.5,81.05649729632015,607.0359572309363,0.13352832946843643
40,D,20,30,-32.362896753575534,24.439393939393938,24.469685810318826,24.766108065176056,22.656065414593517,24.344146446720785,0.325,0.195,0.13,0.35,24.247778721312383,5.043040011765124,5.043040011765124,1.5,75.64560017647686,587.9647729177295,0.1286566877146252
41,D,20,30,-32.362896753575534,24.04040404040404,24.18861713230121,24.55078799872696,24.4109087861128,24.26912994076547,0.325,0.195,0.13,0.35,24.316317849212226,13.24377810622991,13.24377810622991,1.5,198.65667159344864,591.2933137439171,0.33596975811481056
42,D,20,30,-32.362896753575534,23.641414141414145,23.517993265192967,23.646062772514043,21.815508257155827,23.5428204774124,0.325,0.195,0.13,0.35,23.33033329235255,7.698743086936933,7.698743086936933,1.5,115.481146304054,544.3144515322537,0.21215888348908019
43,D,20,30,-32.362896753575534,23.24242424242424,23.18466294417008,23.06192394265496,23.86507183407439,23.159522019011437,0.325,0.195,0.13,0.35,23.240382670756667,8.695799069704062,8.695799069704062,1.5,130.43698604556093,540.1253866832068,0.2414938998637821
44,D,20,30,-32.362896753575534,22.843434343434343,22.72938518827542,23.105052530119035,23.017650507394404,22.3319547966106,0.325,0.195,0.13,0.35,22.701014174337708,9.543974125499348,9.543974125499348,1.5,143.15961188249022,515.3460445434815,0.2777931710125144
45,D,20,30,-32.362896753575534,22.444444444444443,22.41481202570467,23.14324326685096,21.777346504296737,22.32151558540774,0.325,0.195,0.13,0.35,22.44133184584124,10.66261782808917,10.66261782808917,1.5,159.93926742133755,503.6233750151682,0.3175771327463116
46,D,20,30,-32.362896753575534,22.045454545454543,22.009159645407003,21.88608413286525,20.47291727176683,22.14385874805521,0.325,0.195,0.13,0.35,21.832593097815007,5.999203928734149,5.999203928734149,1.5,89.98805893101223,476.67212137475946,0.1887839772787208
47,D,20,30,-32.362896753575534,21.646464646464647,21.4182523550537,21.228932763553463,21.0342642390648,21.865421375290826,0.325,0.195,0.13,0.35,21.48792573671559,5.2150338147720685,5.2150338147720685,1.5,78.22550722158103,461.74095246660414,0.1694142717982953
48,D,20,30,-32.362896753575534,21.247474747474747,21.245290282473952,20.22350574799522,20.40090617094189,21.3884497827562,0.325,0.195,0.13,0.35,20.986378188850217,11.483266633148368,11.483266633148368,1.5,172.24899949722553,440.4380694854481,0.39108562912933337
49,D,20,30,-32.362896753575534,20.848484848484848,20.96034781953296,19.922984502996776,21.500301975019596,20.75918427267925,0.325,0.195,0.13,0.35,20.757848771622868,8.74465379328401,8.74465379328401,1.5,131.16980689926015,430.898285625565,0.3044101387148288
50,D,20,30,-32.362896753575534,20.449494949494948,20.579149774569053,20.61546139070348,22.17425894143107,20.27447491655684,0.325,0.195,0.13,0.35,20.686958531103052,5.931670889349024,5.931670889349024,1.5,88.97506334023537,427.96025326757734,0.2079049693537888
51,D,20,30,-32.362896753575534,20.05050505050505,20.14645894796177,20.24354965890109,19.318109631763644,19.664738605585544,0.325,0.195,0.13,0.35,19.889104105657502,8.114021913298332,8.114021913298332,1.5,121.71032869947499,395.5864621256821,0.30767061149025443
52,D,20,30,-32.362896753575534,19.651515151515152,19.607055887749937,18.70145347017201,19.000473797715458,20.011909951861643,0.325,0.195,0.13,0.35,19.493306667056856,12.320600469516304,12.320600469516304,1.5,184.80900704274455,379.9990048159233,0.4863407658982385
53,D,20,30,-32.362896753575534,19.252525252525253,19.338813264784125,19.713907893118936,19.084463230434128,18.7269023363244,0.325,0.195,0.13,0.35,19.16472238788301,5.171960394132068,5.171960394132068,1.5,77.57940591198101,367.29658420462425,0.2112173356579892
54,D,20,30,-32.362896753575534,18.853535353535356,18.816181019037376,18.93525767959744,21.29000037118021,18.668469112050538,0.325,0.195,0.13,0.35,19.109298316179764,10.35982779621923,10.35982779621923,1.5,155.39741694328845,365.17528213675075,0.4255419918730843
55,D,20,30,-32.362896753575534,18.454545454545453,18.47944085539793,18.23996256329,18.84069370762749,18.4783067529846,0.325,0.195,0.13,0.35,18.47930852338206,13.935056744972394,13.935056744972394,1.5,209.0258511745859,341.4948435023408,0.6120907977140602
56,D,20,30,-32.362896753575534,18.055555555555557,18.041889162381786,16.853731503582726,18.607429172680803,18.47728630385144,0.325,0.195,0.13,0.35,18.036107619769222,13.891875463953228,13.891875463953228,1.5,208.37813195929843,325.31117807189736,0.6405501747414427
57,D,20,30,-32.362896753575534,17.656565656565654,17.71859752843485,18.502830650627587,19.27831876833641,17.613418160176373,0.325,0.195,0.13,0.35,18.03747396955917,7.551363858601898,7.551363858601898,1.5,113.27045787902847,325.3604672025246,0.34813835513864655
58,D,20,30,-32.362896753575534,17.257575757575758,17.18105978240703,17.270841498604558,18.02308410093692,17.553059785841274,0.325,0.195,0.13,0.35,17.43823037967642,9.313291439530945,9.313291439530945,1.5,139.69937159296416,304.10187877466956,0.4593834545049859
59,D,20,30,-32.362896753575534,16.858585858585858,16.8247119865935,16.49711325122927,17.19737301107447,16.51747122045649,0.325,0.195,0.13,0.35,16.701741898232047,6.485052634849358,6.485052634849358,1.5,97.27578952274037,278.9581824351598,0.3487110099211765
60,D,20,30,-32.362896753575534,16.45959595959596,16.34133352742264,16.421319798387206,16.708273312889816,16.41017184217595,0.325,0.195,0.13,0.35,16.42872643253512,14.930782932866054,14.930782932866054,1.5,223.9617439929908,269.9130521950782,0.8297551458575766
61,D,20,30,-32.362896753575534,16.06060606060606,15.974264879325066,15.63167659004728,16.232988798865765,16.117028928307512,0.325,0.195,0.13,0.35,15.991061689600045,13.45232021635757,13.45232021635757,1.5,201.78480324536355,255.72405396059423,0.7890724400781537
62,D,20,30,-32.362896753575534,15.66161616161616,15.680371349669132,17.060164834562034,15.070787965701475,15.813510239153656,0.325,0.195,0.13,0.35,15.916783850627038,6.685470972279408,6.685470972279408,1.5,100.28206458419112,253.35400814758165,0.3958179517956379
63,D,20,30,-32.362896753575534,15.262626262626265,15.104724805601066,15.021807141006052,14.616844643740706,15.108026414251013,0.325,0.195,0.13,0.35,15.026287002990674,5.4236088251353545,5.4236088251353545,1.5,81.35413237703031,225.79930109624644,0.36029399551752067
64,D,20,30,-32.362896753575534,14.863636363636363,14.859263938841794,14.824419806335651,16.67450559575098,14.679924650795952,0.325,0.195,0.13,0.35,15.025681997585245,13.121689438007287,13.121689438007287,1.5,196.82534157010932,225.7811194925573,0.8717528817842428
65,D,20,30,-32.362896753575534,14.464646464646464,14.560900193852998,14.517752337326275,16.192985562105505,14.638845548875375,0.325,0.195,0.13,0.35,14.791938333960946,9.220509186298992,9.220509186298992,1.5,138.3076377944849,218.81143967570333,0.6320859549183913
66,D,20,30,-32.362896753575534,14.065656565656564,14.19545379974435,13.320836674909437,14.606059447792264,14.2247270355207,0.325,0.195,0.13,0.35,14.088527827169493,10.006437861272772,10.006437861272772,1.5,150.09656791909157,198.49661633692915,0.756166884297498
67,D,20,30,-32.362896753575534,13.666666666666664,13.604284434451024,13.50572748835034,14.218984321855435,13.671009225883203,0.325,0.195,0.13,0.35,13.688330492325228,5.725161077525441,5.725161077525441,1.5,85.87741616288162,187.38039166712062,0.4583052442084868
68,D,20,30,-32.362896753575534,13.267676767676768,13.2053537177065,12.751088410219058,12.079881426796796,13.0823930344484,0.325,0.195,0.13,0.35,12.927424345787852,11.039097781576404,11.039097781576404,1.5,165.58646672364605,167.12830021606845,0.9907745517041155
69,D,20,30,-32.362896753575534,12.868686868686869,12.988929449507532,13.449260912405729,12.132923091860937,12.660468336496892,0.325,0.195,0.13,0.35,12.852451868724899,5.603475152889612,5.603475152889612,1.5,84.05212729334417,165.19551903789014,0.5088039178233734
70,D,20,30,-32.362896753575534,12.469696969696969,12.491878106895104,12.498621370457007,12.478499862121486,12.500629283228564,0.325,0.195,0.13,0.35,12.494516783185816,6.91466535238524,6.91466535238524,1.5,103.7199802857786,156.12294964531202,0.6643480700397659
71,D,20,30,-32.362896753575534,12.07070707070707,12.014249423530496,11.932188294178124,12.588066118901748,12.484302726398818,0.325,0.195,0.13,0.35,12.237362329708958,13.964077740756126,13.964077740756126,1.5,209.4611661113419,149.76303678857985,1.3986172463038244
72,D,20,30,-32.362896753575534,11.67171717171717,11.630184433855888,12.11697600244009,10.748073649463006,11.539529123790691,0.325,0.195,0.13,0.35,11.578705029235914,12.0857972533219,12.0857972533219,1.5,181.28695879982848,134.07641015405304,1.3521167414277484
73,D,20,30,-32.362896753575534,11.272727272727272,11.2374961636353,11.094425463068744,12.653726167842548,11.38831062904562,0.325,0.195,0.13,0.35,11.446492340465374,9.18411977000229,9.18411977000229,1.5,137.76179655003435,131.03218690033248,1.0513584471792465
74,D,20,30,-32.362896753575534,10.873737373737374,10.81828708466643,10.724012208132413,10.426943788498516,10.712771726098314,0.325,0.195,0.13,0.35,10.712098479741627,14.66553711443576,14.66553711443576,1.5,219.9830567165364,114.75905383968288,1.9169124296184097
75,D,20,30,-32.362896753575534,10.474747474747474,10.429121594113782,9.934836109643086,10.053710081844638,10.398406699494457,0.325,0.195,0.13,0.35,10.273182214930245,14.47645504532714,14.47645504532714,1.5,217.14682567990712,105.54827282115909,2.057322397381533
76,D,20,30,-32.362896753575534,10.075757575757574,10.199088885806956,9.88546231509779,11.582521071799036,10.268668758790504,0.325,0.195,0.13,0.35,10.34213084424188,12.796311914091856,12.796311914091856,1.5,191.94467871137783,106.96967039941924,1.7943841277127084
77,D,20,30,-32.362896753575534,9.676767676767676,9.60391374012654,10.692854680707947,8.66068270098502,9.677663691552535,0.325,0.195,0.13,0.35,9.719449671450615,5.6501506443635545,5.6501506443635545,1.5,84.75225966545332,94.47770191586147,0.8970609778477753
78,D,20,30,-32.362896753575534,9.277777777777777,9.254287176091688,9.481588522373164,9.886910488625912,9.237655682901153,0.325,0.195,0.13,0.35,9.375030946629337,10.813972853027373,10.813972853027373,1.5,162.2095927954106,87.90120525025777,1.8453625559921991
79,D,20,30,-32.362896753575534,8.878787878787879,8.78984029675237,8.873971841142174,9.258668422082469,8.927785867988959,0.325,0.195,0.13,0.35,8.9154745541341,6.837263331345536,6.837263331345536,1.5,102.55894997018304,79.49568652541264,1.2901196838824418
80,D,20,30,-32.362896753575534,8.47979797979798,8.534978778144305,7.700378493111509,9.217059530640402,8.434641276946294,0.325,0.195,0.13,0.35,8.425784094968098,13.733202001731687,13.733202001731687,1.5,205.9980300259753,71.00383761501737,2.901223890783145
81,D,20,30,-32.362896753575534,8.08080808080808,8.055938303083641,7.593545584905434,7.764237902824799,7.896281628600675,0.325,0.195,0.13,0.35,7.871970834936203,5.341214118465333,5.341214118465333,1.5,80.11821177697999,61.97792482608618,1.2926894858418794
82,D,20,30,-32.362896753575534,7.68181818181818,7.566267788718057,7.430206125242511,6.190111607247033,7.731329958644339,0.325,0.195,0.13,0.35,7.418607220223291,11.517325870794236,11.517325870794236,1.5,172.75988806191356,55.04573308794914,3.138479194852161
83,D,20,30,-32.362896753575534,7.282828282828284,7.211513004611568,7.031523086970246,7.384570657024753,7.594301167965135,0.325,0.195,0.13,0.35,7.332888322658974,14.82626613428544,14.82626613428544,1.5,222.3939920142816,53.78125115258834,4.135158391598304
84,D,20,30,-32.362896753575534,6.8838383838383805,6.871554827312788,7.108664305560703,6.859223883195333,7.149854628873108,0.325,0.195,0.13,0.35,7.0135930833819735,5.727087986642445,5.727087986642445,1.5,85.90631979963668,49.20048793926345,1.7460460942112095
85,D,20,30,-32.362896753575534,6.484848484848484,6.425763905819007,6.296259996745597,9.123849931182344,6.545935307588049,0.325,0.195,0.13,0.35,6.79332181746609,8.383140922116715,8.383140922116715,1.5,125.74711383175072,46.15922131566078,2.724203533933697
86,D,20,30,-32.362896753575534,6.085858585858581,6.190150651041287,5.599012851025546,5.757781397894897,5.933113730115978,0.325,0.195,0.13,0.35,5.928707854805329,8.478881602986785,8.478881602986785,1.5,127.18322404480178,35.1595768276304,3.6173138450532756
87,D,20,30,-32.362896753575534,5.686868686868685,5.774403220492178,5.97081395833726,7.19744688659993,5.798102419517022,0.325,0.195,0.13,0.35,6.005993710624672,6.588223296189232,6.588223296189232,1.5,98.82334944283849,36.081960452063115,2.7388575400200548
88,D,20,30,-32.362896753575534,5.287878787878789,5.342693640618259,5.338755482515187,4.85699052342806,5.352940516596089,0.325,0.195,0.13,0.35,5.282370701145674,11.477771263849622,11.477771263849622,1.5,172.16656895774432,27.913440224322244,6.167873525232042
89,D,20,30,-32.362896753575534,4.888888888888886,5.004142728014033,5.532788411229388,3.38273280697982,4.797134229598646,0.325,0.195,0.13,0.35,4.823992372061194,6.505737095298385,6.505737095298385,1.5,97.58605642947578,23.280902405704587,4.191678429336312
90,D,20,30,-32.362896753575534,4.48989898989899,4.474976053844536,4.819043752632153,5.271512664501109,4.371002620647419,0.325,0.195,0.13,0.35,4.609228312874484,6.899202528898608,6.899202528898608,1.5,103.48803793347912,21.254985640203767,4.868882985163334
91,D,20,30,-32.362896753575534,4.090909090909086,4.092424793279113,5.401747470971134,4.080592423456039,4.1765516623165055,0.325,0.195,0.13,0.35,4.375648911515146,14.47371233763209,14.47371233763209,1.5,217.10568506448135,19.156303396843683,11.33338100607934
92,D,20,30,-32.362896753575534,3.6919191919191903,3.674130938093243,3.979567655798885,1.8808184414734523,3.8075236528282814,0.325,0.195,0.13,0.35,3.5472479236425336,6.288224892862951,6.288224892862951,1.5,94.32337339294426,12.592967831786266,7.490162339243016
93,D,20,30,-32.362896753575534,3.292929292929294,3.3340694255951724,4.004703385177612,3.427561844939788,3.2249930829819853,0.325,0.195,0.13,0.35,3.4388203423139325,11.99336924653642,11.99336924653642,1.5,179.9005386980463,11.835485346712112,15.200098131000814
94,D,20,30,-32.362896753575534,2.893939393939391,2.8858318196025428,2.705765841769296,1.9163929515621552,3.16524619527968,0.325,0.195,0.13,0.35,2.8224869325668074,12.848080227201816,12.848080227201816,1.5,192.72120340802724,7.976432484510386,24.16132823568392
95,D,20,30,-32.362896753575534,2.494949494949495,2.5275394587838838,2.9420680691077914,2.1971126131002823,2.397271027185362,0.325,0.195,0.13,0.35,2.519823096798695,7.660462760949126,7.660462760949126,1.5,114.90694141423688,6.359508439160165,18.06852565941582
96,D,20,30,-32.362896753575534,2.095959595959592,2.0767857793444624,1.9865806525866516,2.9557842607512343,2.1691856630118576,0.325,0.195,0.13,0.35,2.2058055414931577,6.5146426858610855,6.5146426858610855,1.5,97.71964028791628,4.875578086881922,20.04267771873815
97,D,20,30,-32.362896753575534,1.6969696969696957,1.6849314425213284,2.3740227524212045,2.144120372303115,1.412489092571225,0.325,0.195,0.13,0.35,1.7836439863409006,8.68590396999044,8.68590396999044,1.5,130.2885595498566,3.1913858700100586,40.8250725097827
98,D,20,30,-32.362896753575534,1.2979797979797991,1.287948979680255,0.7343573496232018,2.8761639900173623,1.348594425851693,0.325,0.195,0.13,0.35,1.4076924693229569,10.882267961928171,10.882267961928171,1.5,163.23401942892258,1.991598088188564,81.96132562940461
99,D,20,30,-32.362896753575534,0.8989898989898961,0.8322938132713715,1.2679706834014617,1.3807311166955785,0.9934829192878042,0.325,0.195,0.13,0.35,1.0449638394976373,11.135700919543517,11.135700919543517,1.5,167.03551379315275,1.1019494258576439,151.58183295313168
100,D,20,30,-32.362896753575534,0.5,0.4190367938647161,0.1752002619286059,1.3451479505672563,0.4727955168748985,0.325,0.195,0.13,0.35,0.5106986735620687,8.545539129279263,8.545539129279263,1.5,128.18308693918894,0.2708131351780564,473.3266975950413
1,D,30,30,-68.23099462077495,5.0,5.033926524961803,4.462802448328685,2.0501335334933923,5.199919727581687,0.35,0.21,0.1399999999999999,0.3,4.546057410849236,-2.0,0.1,1.5,1.5,20.676637982737258,0.07254564311917328
2,D,30,30,-68.23099462077495,5.252525252525253,5.3518989057342665,5.777684597513673,2.371973399332245,5.187119413260923,0.35,0.21,0.1399999999999999,0.3,4.974690482369656,-2.080808080808081,0.1,1.5,1.5,24.757545395379243,0.06058758960328759
3,D,30,30,-68.23099462077495,5.505050505050505,5.7180165193303845,4.92729748875051,4.576524220756221,5.7017342420633845,0.35,0.21,0.1399999999999999,0.3,5.387271917928127,-2.1616161616161618,0.1,1.5,1.5,29.032698717697006,0.05166588247911203
4,D,30,30,-68.23099462077495,5.757575757575758,5.889534632285744,5.329041525255984,3.609745716647093,6.079014391510443,0.35,0.21,0.1399999999999999,0.3,5.5095045593874925,-2.242424242424242,0.1,1.5,1.5,30.36464048991157,0.04939956395987511
5,D,30,30,-68.23099462077495,6.01010101010101,6.005672887972335,6.229386720101127,6.757348144720598,5.985234364809819,0.35,0.21,0.1399999999999999,0.3,6.151755771715383,-2.323232323232323,0.1,1.5,1.5,37.85409907483352,0.03962582749716642
6,D,30,30,-68.23099462077495,6.262626262626263,6.322577764378521,5.3637791469673,4.812506593528164,5.914422147713672,0.35,0.21,0.1399999999999999,0.3,5.78737340580366,-2.404040404040404,0.1,1.5,1.5,33.50369093820345,0.04477118663632329
7,D,30,30,-68.23099462077495,6.515151515151516,6.548708416765289,6.332905217337505,5.539811208383723,6.448013686626907,0.35,0.21,0.1399999999999999,0.3,6.33193571667052,-2.484848484848485,0.1,1.5,1.5,40.10340992004781,0.03740330318520236
8,D,30,30,-68.23099462077495,6.767676767676768,6.873452676713422,6.351605104837266,4.549705873123051,6.267384088155085,0.35,0.21,0.1399999999999999,0.3,6.256719557549276,-2.5656565656565657,0.1,1.5,1.5,39.1565396218196,0.038307777308394735
9,D,30,30,-68.23099462077495,7.020202020202021,6.80383851234741,7.200100460349851,6.524398052981926,6.684339235630361,0.35,0.21,0.1399999999999999,0.3,6.812082074101639,-2.646464646464646,0.1,1.5,1.5,46.41446218429688,0.03231751332254983
